SMILES,CASRN,RECORDID,MOLECULEID,NAME,ARTICLEID,PAGE,TABLE,AMES,Dataset,Cell strain,S9 metabolic bioactivation,COMMENTS,INCHI_KEY
COC1=CC=C2OC3=CC(O)=CC(O)=C3C(=O)C2=C1,-,R281537,M120548,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,FVIYCYAHKMJVJK-UHFFFAOYSA
CCC(=O)OC1=CC=C(C=C1)C(\CC)=C(/CC)C1=CC=C(OC(=O)CC)C=C1,-,R281538,M53359,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,VZMLEMYJUIIHNF-QURGRASLSA
NC(=O)\C=C\C1=CC=C(O1)N(=O)=O,-,R281539,M51311,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,IZFMIIGMIPRYKL-HNQUOIGGSA
CC1CCC2=C(N3CCC(O)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,-,R281540,M132445,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,JYJTVFIEFKZWCJ-UHFFFAOYSA
CC(C)=CCC\C(C)=C/CC\C(C)=C/CC\C=C(\C)CC\C=C(\C)CCC=C(C)C,-,R281541,M119746,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,YYGNTYWPHWGJRM-RUSDCZJESA
CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,-,R281542,M9863,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,RMMXTBMQSGEXHJ-UHFFFAOYSA
CC\C(C)=N/O,-,R281543,M12289,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,WHIVNJATOVLWBW-PLNGDYQASA
NC1=NC2=C(S1)C=CC=C2,-,R281544,M19463,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,UHGULLIUJBCTEF-UHFFFAOYSA
CCCCOO,-,R281545,M132446,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,AKUNSTOMHUXJOZ-UHFFFAOYSA
COC1=CC(=CC=C1O)C1=NC(=C(N1)C1=CC=CC=C1)C1=CC=CC=C1,-,R281546,M120373,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,GVVMEVSFLBMIMJ-UHFFFAOYSA
NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,-,R281547,M2764,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,FNYLWPVRPXGIIP-UHFFFAOYSA
O1C2C1C1=CC=CC=C1C1=CC=CC=C21,-,R281548,M14848,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,PXPGRGGVENWVBD-UHFFFAOYSA
C[C@@H]1[C@H](O)CCC2=CC(=O)[C@]3(O[C@H]3[C@@]12C)[C@H]1O[C@H]1CO,-,R281549,M121418,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,PRSDFGLPCXATMU-QJNKILNUSA
BrCCOC(=O)C(=O)OCCBr,-,R281550,M120817,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,GJKUEAJIJQTAKF-UHFFFAOYSA
OC1=CC=CC2=C1C(=O)C1=C(O)C=C3O[C@@H]4OC=C[C@H]4C3=C1O2,-,R281551,M120422,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,RQQOEIJLJPCYJR-SKLCBMLGSA
C[N+]1=CC=C(C=C1)C1=CC=CC=C1,-,R281552,M61430,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,FMGYKKMPNATWHP-UHFFFAOYSA
OC1=C(Br)C=C(Br)C=C1Br,-,R281553,M1024,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,BSWWXRFVMJHFBN-UHFFFAOYSA
COC(=O)C1=CC(OC)=C2OCOC2=C1C1=C2OCOC2=C(OC)C=C1C(=O)OC,-,R281554,M120733,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,JMZOMFYRADAWOG-UHFFFAOYSA
CC(C)(N=O)N(=O)=O,-,R281455,M120576,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,MYRROMXOABKDLG-UHFFFAOYSA
C1CCCNCC1,-,R281456,M18772,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ZSIQJIWKELUFRJ-UHFFFAOYSA
CC1=CC=CC(Br)=C1,-,R281457,M12341,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,WJIFKOVZNJTSGO-UHFFFAOYSA
OC1=CC=C(Cl)C=C1CC1=CC=CC=C1,-,R281458,M7192,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,NCKMMSIFQUPKCK-UHFFFAOYSA
COC1=CC=C(N)C=C1,-,R281459,M760,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,BHAAPTBBJKJZER-UHFFFAOYSA
CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O,-,R281460,M120918,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,YAKWPXVTIGTRJH-QMMMGPOBSA
O=N(=O)C1=CC=C2NC3=C(C=CC=C3N(=O)=O)C2=C1,-,R281461,M132415,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,MEFATMTVUAOEJH-UHFFFAOYSA
C[C@@H](O)C(O)=O,-,R281462,M80225,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,JVTAAEKCZFNVCJ-UWTATZPHSA
OC(=O)C1=CC=C(\C=N\N2N=NC3=C4C=CC=CC4=NC3=C2O)C=C1,-,R281463,M132416,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,VAAOKMQLXMQLOZ-GIJQJNRQSA
CCCCCCCCCCCCCCCCCC1=NCCN1CCO,-,R281464,M18131,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,QJEBJKXTNSYBGE-UHFFFAOYSA
NC1=CC=CC(=C1)C1=CC=CC=C1,-,R281465,M120343,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,MUNOBADFTHUUFG-UHFFFAOYSA
ONC(=O)C1=CC=CC=C1,-,R281466,M11572,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,VDEUYMSGMPQMIK-UHFFFAOYSA
NCCN1CCNCC1,-,R281467,M4505,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,IMUDHTPIFIBORV-UHFFFAOYSA
CC1=CC=C(C=C1)N(CCCl)CCCl,-,R281468,M120139,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,GDPRJMAJFSDBKX-UHFFFAOYSA
OC1C=CC2=C(C1O)C1=C(C=CC=C1)C1=C2C=C2C=CC=CC2=C1,-,R281469,M132417,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,RRFAGUKOFFEOLW-UHFFFAOYSA
COC(=O)C1=CC2=C(N1)C1=C(C=CC=N1)C=C2,-,R281470,M132418,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,GEODGDMMLTYIFV-UHFFFAOYSA
O=N(=O)C1=CC=C2C=CC3=C4C(=CC=C3)C3=C(CCCC3)C1=C24,-,R281471,M14825,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,KVTWJUNKDRKCGV-UHFFFAOYSA
ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-,R281472,M1287,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,CEOCDNVZRAIOQZ-UHFFFAOYSA
OC1=CC=C(C=C1)C(=O)N\N=C\C1=CC=C(O1)N(=O)=O,-,R281473,M51601,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,YCWSUKQGVSGXJO-NTUHNPAUSA
CC(=O)NC1=CC=C(C)C(=C1)N=[N+](O)C1=CC(NC(C)=O)=CC=C1C,-,R281474,M132419,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,XFAFUEWCQGPWTA-UHFFFAOYSA
C[C@H]1C(=O)O[C@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,-,R281475,M120436,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,QVCMHGGNRFRMAD-BCGAFQCHSA
CC(=O)NC1=CC=C(OC2=CC=C(C=C2)N=O)C=C1,-,R281476,M132420,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,LQRJZEILLWWBPR-UHFFFAOYSA
C[N+](O)(CCCl)CCCl,-,R281477,M132421,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,FUJGKDBHBXATKP-UHFFFAOYSA
CC1=CC=C2NN=NC2=C1,-,R281478,M15551,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,LRUDIIUSNGCQKF-UHFFFAOYSA
CC1=C(NO)C=C(NO)C=C1N(=O)=O,-,R281479,M132422,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,CJOXQEXJXBLWDP-UHFFFAOYSA
CCOC(=O)C1=C(\N=C\C2=CC=C(C)C=C2)C2=C(N1)C=CC=C2,-,R281480,M132423,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,CEGMAHGFHZKAKC-UDWIEESQSA
N1C2C1C1=CC3=C(C=CC4=C3C=CC=C4)C=C1C1=CC=CC=C21,-,R281481,M14852,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,CGHZWNPIJUGWBQ-UHFFFAOYSA
COC(=O)C1OC1C1=CC=CC=C1,-,R281482,M86135,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,HAFFKTJSQPQAPC-UHFFFAOYSA
CN(C)C1CCCCC1,-,R281483,M18267,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,SVYKKECYCPFKGB-UHFFFAOYSA
CC(Br)C(=O)NC1=CC=CC=C1,-,R281484,M132424,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,OPPUMGDCQYPOSM-UHFFFAOYSA
OC(=O)C1CSC(N1C(=O)CCSSCCC(=O)N1C(CSC1C1=CC=CC=C1O)C(O)=O)C1=CC=CC=C1O,-,R281485,M132425,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ZARVZBXICZVEID-UHFFFAOYSA
CN1C[C@@H](C=C2[C@@H]1CC1=CNC3=C1C2=CC=C3)C(=O)N[C@@]1(C)O[C@]2(O)[C@H]3CCCN3C(=O)[C@@H](CC3=CC=CC=C3)N2C1=O,-,R281486,M121119,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,XCGSFFUVFURLIX-GAFQFOQKSA
O=N(=O)C1=CC=C2C(CC3=CC=CC=C23)=C1,-,R281487,M22337,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,XFOHWECQTFIEIX-UHFFFAOYSA
CN1C(CC(O)C1=O)C1=CC=CN=C1,-,R281488,M38161,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,XOKCJXZZNAUIQN-UHFFFAOYSA
CC(=O)NC1=CC=C(C=C1)C(=O)\C=C\C1=CC=CC=C1,-,R281489,M132426,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,CUYJTAUCYGHYLW-KPKJPENVSA
O=N(=O)C1=CC=C2C3=C(C=CC=C3)C3=C2C1=CC=C3,-,R281490,M8584,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,PIHGQKMEAMSUNA-UHFFFAOYSA
CCCCCCCCC,-,R281491,M827,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,BKIMMITUMNQMOS-UHFFFAOYSA
CCN(CC)C(=S)SSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O,-,R281492,M132427,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,IACYOKVZTLHYQR-UHFFFAOYSA
CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1,-,R281493,M22276,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,KHOITXIGCFIULA-UHFFFAOYSA
CC1=CC=C(N=NC2=C(O)C=CC3=C2C=CC=C3)C(=C1)S(O)(=O)=O,-,R281494,M132428,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,XAWKEKKJKHHMHE-UHFFFAOYSA
CNCCN(CC1=CC=C(OC)C=C1)C1=CC=CC=N1,-,R281495,M132429,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,LWKSMQXIHQRJJJ-UHFFFAOYSA
CCCO\C=C\C=C\C=C\C=C\C=C\CC,-,R281496,M132430,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,DDGFFDQTTWLPQJ-ZISLSCIOSA
COC[C@H](O)CN1C=CN=C1N(=O)=O,-,R281497,M132431,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,OBBCSXFCDPPXOL-ZCFIWIBFSA
CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC,-,R281498,M28504,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,QQVHEQUEHCEAKS-UHFFFAOYSA
CC\C=C\C=C\C=C\C=C\C=C\OCC(O)CO,-,R281499,M132432,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,CQBOBCAMYWRTNO-STAPSFGWSA
CC(Cl)C(C)=C,-,R281500,M29961,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,UCUDJURUNUQAHQ-UHFFFAOYSA
COC1=C(C(O)=O)C(O)=NC2=C1C=CC=C2,-,R281501,M132433,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,DASPVRBQHVXYOC-UHFFFAOYSA
CC(N)CC1=CC=CC=C1,-,R281502,M5939,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,KWTSXDURSIMDCE-UHFFFAOYSA
O=C1CCC(=O)O1,-,R281503,M18654,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,RINCXYDBBGOEEQ-UHFFFAOYSA
O[N+](=NC1=CC=CC=C1)C1=CC=CC=C1,-,R281504,M132434,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,CUHUQJIEZRIINV-UHFFFAOYSA
CC(=O)ON(OCC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)C1=CC=CC=C1,-,R281405,M14788,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,XNPHDVFHLWSNQW-UHFFFAOYSA
O(C1=CC=CC=C1)[Si](OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,-,R281406,M24785,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ADLSSRLDGACTEX-UHFFFAOYSA
COC1=CC=C(C=C1N(=O)=O)C1=C(C(=O)C2=CC=CC=C2O1)N(=O)=O,-,R281407,M132406,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,YHQQTIUGUOCTMD-UHFFFAOYSA
CCCOS(C)(=O)=O,-,R281408,M70381,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,DKORSYDQYFVQNS-UHFFFAOYSA
CC1=C(N)C=CC=C1N(=O)=O,-,R281409,M22285,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,HFCFJYRLBAANKN-UHFFFAOYSA
NC1=CN=C2C=CC=CC2=C1,-,R281410,M10697,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,SVNCRRZKBNSMIV-UHFFFAOYSA
OC(=O)CCCCC1SCC2NC(=O)NC12,-,R281411,M17186,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,YBJHBAHKTGYVGT-UHFFFAOYSA
CC(C)(C)OOC(=O)C1=CC=CC=C1,-,R281412,M22478,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,GJBRNHKUVLOCEB-UHFFFAOYSA
CC(=O)C1(CCNCC1)C1=CC=CC=C1,-,R281413,M57879,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,RKHWHRHOEKYEJW-UHFFFAOYSA
NCCCCC(N)C(=O)NC(CC1=CNC2=C1C=CC=C2)C(=O)NC(CCCCN)C(O)=O,-,R281414,M14753,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,YUTZYVTZDVZBJJ-UHFFFAOYSA
ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-,R281415,M13751,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,YRIZYWQGELRKNT-UHFFFAOYSA
CC1CC2C(CC3=CN(CC4CC4)C4=C3C2=CC(Br)=C4)N(C)C1,-,R281416,M132407,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,PQBURNFCYKPOGL-UHFFFAOYSA
CN1C=NC2=C1C=CC1=C2C=CC=N1,-,R281417,M120216,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,TUOBKUJFYNEIDN-UHFFFAOYSA
ClC1=CC=C(CN2C3C2C2=CC=CC=C2C2=CC=CC=C32)C=C1,-,R281418,M132408,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,BJXDXHVBKBXTAG-UHFFFAOYSA
NC1=CC(=CC=C1C1=CC=C(C=C1)N(=O)=O)N(=O)=O,-,R281419,M88873,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,FRZPYFUNNLIMEC-UHFFFAOYSA
C=C,-,R281420,M11640,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,VGGSQFUCUMXWEO-UHFFFAOYSA
CC1=CC=C2N=C(SC2=C1S(O)(=O)=O)C1=CC=C(N)C=C1,-,R281421,M19344,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,KGZUHYIHYBDNLC-UHFFFAOYSA
OCN1[C@H](O)[C@@H](O)N(CO)C1=O,-,R281422,M120933,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,ZEYUSQVGRCPBPG-QWWZWVQMSA
OC1=CC=C(C=C1N(=O)=O)C1=CC=CC(=C1)N(=O)=O,-,R281423,M15026,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,SLRQNUOHLJYXRG-UHFFFAOYSA
NC1=CC=CC(N)=C1C(O)=O,-,R281424,M120018,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,CIEFZSDJGQKZNS-UHFFFAOYSA
OC1=CC=C2C(=C1)C1=C(C=C3C=CC=CC3=C1)C1=C2C=CC=C1,-,R281425,M120088,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,ITSAMNNCNDYIJR-UHFFFAOYSA
CC1=CC=C(Br)C=C1,-,R281426,M13995,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ZBTMRBYMKUEVEU-UHFFFAOYSA
CC(O)CN1CC(C)OC1=O,-,R281427,M132409,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,HJXDCFUIDHJETK-UHFFFAOYSA
CCNS(=O)(=O)C1=CC=CC=C1C,-,R281428,M32256,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,NATWUQFQFMZVMT-UHFFFAOYSA
NC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=C1,-,R281429,M17792,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,KLCDQSGLLRINHY-UHFFFAOYSA
ClC1=CC=C2N=CC=CC2=C1,-,R281430,M3289,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,GKJSZXGYFJBYRQ-UHFFFAOYSA
CC(=O)O[C@H]([C@@H]1CO1)C1=CC=C2OCOC2=C1,-,R281431,M119838,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,JFSMDGVYNUEECN-RYUDHWBXSA
CCCCOC(=O)C=C,-,R281432,M19562,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,CQEYYJKEWSMYFG-UHFFFAOYSA
CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,-,R281433,M10241,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,SBPBAQFWLVIOKP-UHFFFAOYSA
CC1=CC(=O)OC2=CC(O)=CC(O)=C12,-,R281434,M70693,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,QNVWGEJMXOQQPM-UHFFFAOYSA
CC1=C(O)C=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O,-,R281435,M14906,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,IRZTUXPRIUZXMP-UHFFFAOYSA
NC1=[N+](O)C=NC2=C1N=CN2C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-,R281436,M132410,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,NGFRVOSYJJORAW-UHFFFAOYSA
O=C1CN(\N=C\C=C\C2=CC=C(O2)N(=O)=O)C(=O)N1,-,R281437,M132411,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,DECBQELQORZLLP-UAIOPKHMSA
ONC1=CC=C(SC2=CC=CC=C2)C=C1,-,R281438,M120327,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,UHYNWWWHUIBFCM-UHFFFAOYSA
C1COCCOCCOCCO1,-,R281439,M19846,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,XQQZRZQVBFHBHL-UHFFFAOYSA
BrCC1=C2C=CC=CC2=CC2=C1C=CC=C2,-,R281440,M120361,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,KOWKPLCVFRHICH-UHFFFAOYSA
O=N(=O)C1=CC=C2C=CC3=C4C(C=CC1=C24)=C(C=C3)N(=O)=O,-,R281441,M859,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,BLYXNIHKOMELAP-UHFFFAOYSA
CN(C)CCCNC(=O)C=C,-,R281442,M28761,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ADTJPOBHAXXXFS-UHFFFAOYSA
NC1=CC=CC2=NC3=C(C=CC=C3)C(N)=C12,-,R281443,M120349,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,NDNCMVVGTGZIMI-UHFFFAOYSA
O=NC1=CC=C2C=CC3=C4C(C=CC1=C24)=CC=C3N(=O)=O,-,R281444,M132412,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,WWKLDZDOXNNLAM-UHFFFAOYSA
NC1=CC=C(C=C1)N(=O)=O,-,R281445,M10872,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,TYMLOMAKGOJONV-UHFFFAOYSA
COC1=CC=CC=C1NC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC=C(N=NC(C(C)=O)C(=O)NC2=CC=CC=C2OC)C(Cl)=C1)C(C)=O,-,R281446,M132413,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,VTGOEJALMFECDQ-UHFFFAOYSA
ClC1=CC(Cl)=CC=C1,-,R281447,M14292,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ZPQOPVIELGIULI-UHFFFAOYSA
CCC1=C2C(C=CC3=C2C=CC=C3)=CC2=C1C=CC=C2,-,R281448,M120305,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ZZIFQBYIKWXEHJ-UHFFFAOYSA
CC(=O)NCCC1=CC=C(O)C(=C1)C1=C(O)C(O)=C2C(=O)C3=CC(O)=C(C(O)=O)C(C(O)=O)=C3C(=O)C2=C1O,-,R281449,M132414,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,IHLWXZNPOVMUFQ-UHFFFAOYSA
NC1=CC=C(C=C1O)C1=CC=C(N)C(O)=C1,-,R281450,M26734,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,ZGDMDBHLKNQPSD-UHFFFAOYSA
CS(=O)(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,-,R281451,M119962,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,MSVZMUILYMLJCF-UHFFFAOYSA
NCCS,-,R281452,M17222,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,UFULAYFCSOUIOV-UHFFFAOYSA
CN(C(C)=O)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)N(C)C(C)=O,-,R281453,M38199,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,FLEWLXKAEGLVCO-UHFFFAOYSA
C[N+]1=C2C=CC=CC2=NC2=C1C=CC=C2,-,R281454,M120418,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,KBZALDXXIMXRBJ-UHFFFAOYSA
CCCC[C@@H](CC)COC(=O)C1=CC=C(N(C)C)C(=C1)N(=O)=O,-,R281355,M120897,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,GFQKECYCADMIJF-CYBMUJFWSA
FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,-,R281356,M9356,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,QQQYTWIFVNKMRW-UHFFFAOYSA
NC(CCC(=O)NC(CSC(=O)NCCCl)C(=O)NCC(O)=O)C(O)=O,-,R281357,M14998,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,BXPMYWSZMJXCHC-UHFFFAOYSA
O1C=CC2=C1C1=C3C(C=CC4=C3C(C=C1)=CC=C4)=C2,-,R281358,M120863,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,KFPZWTIZYXINPM-UHFFFAOYSA
NC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(N)C=C1,-,R281359,M120455,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,QBSMHWVGUPQNJJ-UHFFFAOYSA
COC1=CC(=CC=C1O)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,-,R281360,M66521,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,IZQSVPBOUDKVDZ-UHFFFAOYSA
C[Si](C)(C)O[Si](C)(C)C,-,R281361,M18608,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,UQEAIHBTYFGYIE-UHFFFAOYSA
CCCCCCCCCCCCCCCCCC(N)=O,-,R281362,M19193,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,LYRFLYHAGKPMFH-UHFFFAOYSA
CN1C(NC2OC(C(O)C(O)C2O)C(O)=O)=NC2=C1C=CC1=NC=C(C)N=C21,-,R281363,M132394,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,JIDYKGIHUWINNG-UHFFFAOYSA
CC[Si](Cl)(Cl)CC,-,R281364,M25649,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,BYLOHCRAPOSXLY-UHFFFAOYSA
CC1=CC=C(C=C1)S(=O)(=O)OCC1=CC=CC=C1,-,R281365,M132395,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,OVHDZBAFUMEXCX-UHFFFAOYSA
CC1=C(O)C=C(C=C1N(=O)=O)N(=O)=O,-,R281366,M20911,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,KSHJAFFDLKPUMT-UHFFFAOYSA
CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1,-,R281367,M29859,Aspirine,A18726,-,,inactive,Test,S. typhimurium,unspecified,,FEJKLNWAOXSSNR-UHFFFAOYSA
COC1=CC2=C(C3C=COC3O2)C2=C1C1=C(C(=O)OCC1)C(=O)O2,-,R281368,M14940,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,XWIYFDMXXLINPU-UHFFFAOYSA
CC(C)CCCC(C)C1CCC2C3CC4N(N5C(=O)C6=CC=CC=C6C5=O)C44CC(Cl)CCC4(C)C3CCC12C,-,R281369,M132396,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,RCQVCZWDZMGIJP-UHFFFAOYSA
COC1=CC2=C3C(=CC4=C(C=CC=C4)C3=C1OC)N(CC2)C=O,-,R281370,M132397,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,GVNKYYXGDKTHHM-UHFFFAOYSA
C1CCCCCC2OC2CCCC1,-,R281371,M50871,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,VLJLXEKIAALSJE-UHFFFAOYSA
